.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo
5300,215,Male,"(25,50]",Male_215,"(25,50]_215",Other,Non-White
5301,215,Male,"(50,70]",Male_215,"(50,70]_215",White,White
5302,215,Male,"(50,70]",Male_215,"(50,70]_215",Asian,Non-White
5303,215,Male,"(50,70]",Male_215,"(50,70]_215",Black,Non-White
5304,215,Male,"(50,70]",Male_215,"(50,70]_215",Mixed,Non-White
5305,215,Male,"(50,70]",Male_215,"(50,70]_215",Other,Non-White
5306,215,Male,"(70, Inf]",Male_215,"(70, Inf]_215",White,White
5307,215,Male,"(70, Inf]",Male_215,"(70, Inf]_215",Asian,Non-White
5308,215,Male,"(70, Inf]",Male_215,"(70, Inf]_215",Black,Non-White
5309,215,Male,"(70, Inf]",Male_215,"(70, Inf]_215",Mixed,Non-White
5310,215,Male,"(70, Inf]",Male_215,"(70, Inf]_215",Other,Non-White
5311,215,Female,"(1,11]",Female_215,"(1,11]_215",White,White
5312,215,Female,"(1,11]",Female_215,"(1,11]_215",Asian,Non-White
5313,215,Female,"(1,11]",Female_215,"(1,11]_215",Black,Non-White
5314,215,Female,"(1,11]",Female_215,"(1,11]_215",Mixed,Non-White
5315,215,Female,"(1,11]",Female_215,"(1,11]_215",Other,Non-White
5316,215,Female,"(11,16]",Female_215,"(11,16]_215",White,White
5317,215,Female,"(11,16]",Female_215,"(11,16]_215",Asian,Non-White
5318,215,Female,"(11,16]",Female_215,"(11,16]_215",Black,Non-White
5319,215,Female,"(11,16]",Female_215,"(11,16]_215",Mixed,Non-White
5320,215,Female,"(11,16]",Female_215,"(11,16]_215",Other,Non-White
5321,215,Female,"(16,25]",Female_215,"(16,25]_215",White,White
5322,215,Female,"(16,25]",Female_215,"(16,25]_215",Asian,Non-White
5323,215,Female,"(16,25]",Female_215,"(16,25]_215",Black,Non-White
5324,215,Female,"(16,25]",Female_215,"(16,25]_215",Mixed,Non-White
5325,215,Female,"(16,25]",Female_215,"(16,25]_215",Other,Non-White
5326,215,Female,"(25,50]",Female_215,"(25,50]_215",White,White
5327,215,Female,"(25,50]",Female_215,"(25,50]_215",Asian,Non-White
5328,215,Female,"(25,50]",Female_215,"(25,50]_215",Black,Non-White
5329,215,Female,"(25,50]",Female_215,"(25,50]_215",Mixed,Non-White
5330,215,Female,"(25,50]",Female_215,"(25,50]_215",Other,Non-White
5331,215,Female,"(50,70]",Female_215,"(50,70]_215",White,White
5332,215,Female,"(50,70]",Female_215,"(50,70]_215",Asian,Non-White
5333,215,Female,"(50,70]",Female_215,"(50,70]_215",Black,Non-White
5334,215,Female,"(50,70]",Female_215,"(50,70]_215",Mixed,Non-White
5335,215,Female,"(50,70]",Female_215,"(50,70]_215",Other,Non-White
5336,215,Female,"(70, Inf]",Female_215,"(70, Inf]_215",White,White
5337,215,Female,"(70, Inf]",Female_215,"(70, Inf]_215",Asian,Non-White
5338,215,Female,"(70, Inf]",Female_215,"(70, Inf]_215",Black,Non-White
5339,215,Female,"(70, Inf]",Female_215,"(70, Inf]_215",Mixed,Non-White
5340,215,Female,"(70, Inf]",Female_215,"(70, Inf]_215",Other,Non-White
5341,216,Male,"(1,11]",Male_216,"(1,11]_216",White,White
5342,216,Male,"(1,11]",Male_216,"(1,11]_216",Asian,Non-White
5343,216,Male,"(1,11]",Male_216,"(1,11]_216",Black,Non-White
5344,216,Male,"(1,11]",Male_216,"(1,11]_216",Mixed,Non-White
5345,216,Male,"(1,11]",Male_216,"(1,11]_216",Other,Non-White
5346,216,Male,"(11,16]",Male_216,"(11,16]_216",White,White
5347,216,Male,"(11,16]",Male_216,"(11,16]_216",Asian,Non-White
5348,216,Male,"(11,16]",Male_216,"(11,16]_216",Black,Non-White
5349,216,Male,"(11,16]",Male_216,"(11,16]_216",Mixed,Non-White
5350,216,Male,"(11,16]",Male_216,"(11,16]_216",Other,Non-White
5351,216,Male,"(16,25]",Male_216,"(16,25]_216",White,White
5352,216,Male,"(16,25]",Male_216,"(16,25]_216",Asian,Non-White
5353,216,Male,"(16,25]",Male_216,"(16,25]_216",Black,Non-White
5354,216,Male,"(16,25]",Male_216,"(16,25]_216",Mixed,Non-White
5355,216,Male,"(16,25]",Male_216,"(16,25]_216",Other,Non-White
5356,216,Male,"(25,50]",Male_216,"(25,50]_216",White,White
5357,216,Male,"(25,50]",Male_216,"(25,50]_216",Asian,Non-White
5358,216,Male,"(25,50]",Male_216,"(25,50]_216",Black,Non-White
5359,216,Male,"(25,50]",Male_216,"(25,50]_216",Mixed,Non-White
5360,216,Male,"(25,50]",Male_216,"(25,50]_216",Other,Non-White
5361,216,Male,"(50,70]",Male_216,"(50,70]_216",White,White
5362,216,Male,"(50,70]",Male_216,"(50,70]_216",Asian,Non-White
5363,216,Male,"(50,70]",Male_216,"(50,70]_216",Black,Non-White
5364,216,Male,"(50,70]",Male_216,"(50,70]_216",Mixed,Non-White
5365,216,Male,"(50,70]",Male_216,"(50,70]_216",Other,Non-White
5366,216,Male,"(70, Inf]",Male_216,"(70, Inf]_216",White,White
5367,216,Male,"(70, Inf]",Male_216,"(70, Inf]_216",Asian,Non-White
5368,216,Male,"(70, Inf]",Male_216,"(70, Inf]_216",Black,Non-White
5369,216,Male,"(70, Inf]",Male_216,"(70, Inf]_216",Mixed,Non-White
5370,216,Male,"(70, Inf]",Male_216,"(70, Inf]_216",Other,Non-White
5371,216,Female,"(1,11]",Female_216,"(1,11]_216",White,White
5372,216,Female,"(1,11]",Female_216,"(1,11]_216",Asian,Non-White
5373,216,Female,"(1,11]",Female_216,"(1,11]_216",Black,Non-White
5374,216,Female,"(1,11]",Female_216,"(1,11]_216",Mixed,Non-White
5375,216,Female,"(1,11]",Female_216,"(1,11]_216",Other,Non-White
5376,216,Female,"(11,16]",Female_216,"(11,16]_216",White,White
5377,216,Female,"(11,16]",Female_216,"(11,16]_216",Asian,Non-White
5378,216,Female,"(11,16]",Female_216,"(11,16]_216",Black,Non-White
5379,216,Female,"(11,16]",Female_216,"(11,16]_216",Mixed,Non-White
5380,216,Female,"(11,16]",Female_216,"(11,16]_216",Other,Non-White
5381,216,Female,"(16,25]",Female_216,"(16,25]_216",White,White
5382,216,Female,"(16,25]",Female_216,"(16,25]_216",Asian,Non-White
5383,216,Female,"(16,25]",Female_216,"(16,25]_216",Black,Non-White
5384,216,Female,"(16,25]",Female_216,"(16,25]_216",Mixed,Non-White
5385,216,Female,"(16,25]",Female_216,"(16,25]_216",Other,Non-White
5386,216,Female,"(25,50]",Female_216,"(25,50]_216",White,White
5387,216,Female,"(25,50]",Female_216,"(25,50]_216",Asian,Non-White
5388,216,Female,"(25,50]",Female_216,"(25,50]_216",Black,Non-White
5389,216,Female,"(25,50]",Female_216,"(25,50]_216",Mixed,Non-White
5390,216,Female,"(25,50]",Female_216,"(25,50]_216",Other,Non-White
5391,216,Female,"(50,70]",Female_216,"(50,70]_216",White,White
5392,216,Female,"(50,70]",Female_216,"(50,70]_216",Asian,Non-White
5393,216,Female,"(50,70]",Female_216,"(50,70]_216",Black,Non-White
5394,216,Female,"(50,70]",Female_216,"(50,70]_216",Mixed,Non-White
5395,216,Female,"(50,70]",Female_216,"(50,70]_216",Other,Non-White
5396,216,Female,"(70, Inf]",Female_216,"(70, Inf]_216",White,White
5397,216,Female,"(70, Inf]",Female_216,"(70, Inf]_216",Asian,Non-White
5398,216,Female,"(70, Inf]",Female_216,"(70, Inf]_216",Black,Non-White
5399,216,Female,"(70, Inf]",Female_216,"(70, Inf]_216",Mixed,Non-White
5400,216,Female,"(70, Inf]",Female_216,"(70, Inf]_216",Other,Non-White
5401,217,Male,"(1,11]",Male_217,"(1,11]_217",White,White
5402,217,Male,"(1,11]",Male_217,"(1,11]_217",Asian,Non-White
5403,217,Male,"(1,11]",Male_217,"(1,11]_217",Black,Non-White
5404,217,Male,"(1,11]",Male_217,"(1,11]_217",Mixed,Non-White
5405,217,Male,"(1,11]",Male_217,"(1,11]_217",Other,Non-White
5406,217,Male,"(11,16]",Male_217,"(11,16]_217",White,White
5407,217,Male,"(11,16]",Male_217,"(11,16]_217",Asian,Non-White
5408,217,Male,"(11,16]",Male_217,"(11,16]_217",Black,Non-White
5409,217,Male,"(11,16]",Male_217,"(11,16]_217",Mixed,Non-White
5410,217,Male,"(11,16]",Male_217,"(11,16]_217",Other,Non-White
5411,217,Male,"(16,25]",Male_217,"(16,25]_217",White,White
5412,217,Male,"(16,25]",Male_217,"(16,25]_217",Asian,Non-White
5413,217,Male,"(16,25]",Male_217,"(16,25]_217",Black,Non-White
5414,217,Male,"(16,25]",Male_217,"(16,25]_217",Mixed,Non-White
5415,217,Male,"(16,25]",Male_217,"(16,25]_217",Other,Non-White
5416,217,Male,"(25,50]",Male_217,"(25,50]_217",White,White
5417,217,Male,"(25,50]",Male_217,"(25,50]_217",Asian,Non-White
5418,217,Male,"(25,50]",Male_217,"(25,50]_217",Black,Non-White
5419,217,Male,"(25,50]",Male_217,"(25,50]_217",Mixed,Non-White
5420,217,Male,"(25,50]",Male_217,"(25,50]_217",Other,Non-White
5421,217,Male,"(50,70]",Male_217,"(50,70]_217",White,White
5422,217,Male,"(50,70]",Male_217,"(50,70]_217",Asian,Non-White
5423,217,Male,"(50,70]",Male_217,"(50,70]_217",Black,Non-White
5424,217,Male,"(50,70]",Male_217,"(50,70]_217",Mixed,Non-White
5425,217,Male,"(50,70]",Male_217,"(50,70]_217",Other,Non-White
5426,217,Male,"(70, Inf]",Male_217,"(70, Inf]_217",White,White
5427,217,Male,"(70, Inf]",Male_217,"(70, Inf]_217",Asian,Non-White
5428,217,Male,"(70, Inf]",Male_217,"(70, Inf]_217",Black,Non-White
5429,217,Male,"(70, Inf]",Male_217,"(70, Inf]_217",Mixed,Non-White
5430,217,Male,"(70, Inf]",Male_217,"(70, Inf]_217",Other,Non-White
5431,217,Female,"(1,11]",Female_217,"(1,11]_217",White,White
5432,217,Female,"(1,11]",Female_217,"(1,11]_217",Asian,Non-White
5433,217,Female,"(1,11]",Female_217,"(1,11]_217",Black,Non-White
5434,217,Female,"(1,11]",Female_217,"(1,11]_217",Mixed,Non-White
5435,217,Female,"(1,11]",Female_217,"(1,11]_217",Other,Non-White
5436,217,Female,"(11,16]",Female_217,"(11,16]_217",White,White
5437,217,Female,"(11,16]",Female_217,"(11,16]_217",Asian,Non-White
5438,217,Female,"(11,16]",Female_217,"(11,16]_217",Black,Non-White
5439,217,Female,"(11,16]",Female_217,"(11,16]_217",Mixed,Non-White
5440,217,Female,"(11,16]",Female_217,"(11,16]_217",Other,Non-White
5441,217,Female,"(16,25]",Female_217,"(16,25]_217",White,White
5442,217,Female,"(16,25]",Female_217,"(16,25]_217",Asian,Non-White
5443,217,Female,"(16,25]",Female_217,"(16,25]_217",Black,Non-White
5444,217,Female,"(16,25]",Female_217,"(16,25]_217",Mixed,Non-White
5445,217,Female,"(16,25]",Female_217,"(16,25]_217",Other,Non-White
5446,217,Female,"(25,50]",Female_217,"(25,50]_217",White,White
5447,217,Female,"(25,50]",Female_217,"(25,50]_217",Asian,Non-White
5448,217,Female,"(25,50]",Female_217,"(25,50]_217",Black,Non-White
5449,217,Female,"(25,50]",Female_217,"(25,50]_217",Mixed,Non-White
5450,217,Female,"(25,50]",Female_217,"(25,50]_217",Other,Non-White
5451,217,Female,"(50,70]",Female_217,"(50,70]_217",White,White
5452,217,Female,"(50,70]",Female_217,"(50,70]_217",Asian,Non-White
5453,217,Female,"(50,70]",Female_217,"(50,70]_217",Black,Non-White
5454,217,Female,"(50,70]",Female_217,"(50,70]_217",Mixed,Non-White
5455,217,Female,"(50,70]",Female_217,"(50,70]_217",Other,Non-White
5456,217,Female,"(70, Inf]",Female_217,"(70, Inf]_217",White,White
5457,217,Female,"(70, Inf]",Female_217,"(70, Inf]_217",Asian,Non-White
5458,217,Female,"(70, Inf]",Female_217,"(70, Inf]_217",Black,Non-White
5459,217,Female,"(70, Inf]",Female_217,"(70, Inf]_217",Mixed,Non-White
5460,217,Female,"(70, Inf]",Female_217,"(70, Inf]_217",Other,Non-White
5461,218,Male,"(1,11]",Male_218,"(1,11]_218",White,White
5462,218,Male,"(1,11]",Male_218,"(1,11]_218",Asian,Non-White
5463,218,Male,"(1,11]",Male_218,"(1,11]_218",Black,Non-White
5464,218,Male,"(1,11]",Male_218,"(1,11]_218",Mixed,Non-White
5465,218,Male,"(1,11]",Male_218,"(1,11]_218",Other,Non-White
5466,218,Male,"(11,16]",Male_218,"(11,16]_218",White,White
5467,218,Male,"(11,16]",Male_218,"(11,16]_218",Asian,Non-White
5468,218,Male,"(11,16]",Male_218,"(11,16]_218",Black,Non-White
5469,218,Male,"(11,16]",Male_218,"(11,16]_218",Mixed,Non-White
5470,218,Male,"(11,16]",Male_218,"(11,16]_218",Other,Non-White
5471,218,Male,"(16,25]",Male_218,"(16,25]_218",White,White
5472,218,Male,"(16,25]",Male_218,"(16,25]_218",Asian,Non-White
5473,218,Male,"(16,25]",Male_218,"(16,25]_218",Black,Non-White
5474,218,Male,"(16,25]",Male_218,"(16,25]_218",Mixed,Non-White
5475,218,Male,"(16,25]",Male_218,"(16,25]_218",Other,Non-White
5476,218,Male,"(25,50]",Male_218,"(25,50]_218",White,White
5477,218,Male,"(25,50]",Male_218,"(25,50]_218",Asian,Non-White
5478,218,Male,"(25,50]",Male_218,"(25,50]_218",Black,Non-White
5479,218,Male,"(25,50]",Male_218,"(25,50]_218",Mixed,Non-White
5480,218,Male,"(25,50]",Male_218,"(25,50]_218",Other,Non-White
5481,218,Male,"(50,70]",Male_218,"(50,70]_218",White,White
5482,218,Male,"(50,70]",Male_218,"(50,70]_218",Asian,Non-White
5483,218,Male,"(50,70]",Male_218,"(50,70]_218",Black,Non-White
5484,218,Male,"(50,70]",Male_218,"(50,70]_218",Mixed,Non-White
5485,218,Male,"(50,70]",Male_218,"(50,70]_218",Other,Non-White
5486,218,Male,"(70, Inf]",Male_218,"(70, Inf]_218",White,White
5487,218,Male,"(70, Inf]",Male_218,"(70, Inf]_218",Asian,Non-White
5488,218,Male,"(70, Inf]",Male_218,"(70, Inf]_218",Black,Non-White
5489,218,Male,"(70, Inf]",Male_218,"(70, Inf]_218",Mixed,Non-White
5490,218,Male,"(70, Inf]",Male_218,"(70, Inf]_218",Other,Non-White
5491,218,Female,"(1,11]",Female_218,"(1,11]_218",White,White
5492,218,Female,"(1,11]",Female_218,"(1,11]_218",Asian,Non-White
5493,218,Female,"(1,11]",Female_218,"(1,11]_218",Black,Non-White
5494,218,Female,"(1,11]",Female_218,"(1,11]_218",Mixed,Non-White
5495,218,Female,"(1,11]",Female_218,"(1,11]_218",Other,Non-White
5496,218,Female,"(11,16]",Female_218,"(11,16]_218",White,White
5497,218,Female,"(11,16]",Female_218,"(11,16]_218",Asian,Non-White
5498,218,Female,"(11,16]",Female_218,"(11,16]_218",Black,Non-White
5499,218,Female,"(11,16]",Female_218,"(11,16]_218",Mixed,Non-White
5500,218,Female,"(11,16]",Female_218,"(11,16]_218",Other,Non-White
5501,218,Female,"(16,25]",Female_218,"(16,25]_218",White,White
5502,218,Female,"(16,25]",Female_218,"(16,25]_218",Asian,Non-White
5503,218,Female,"(16,25]",Female_218,"(16,25]_218",Black,Non-White
5504,218,Female,"(16,25]",Female_218,"(16,25]_218",Mixed,Non-White
5505,218,Female,"(16,25]",Female_218,"(16,25]_218",Other,Non-White
5506,218,Female,"(25,50]",Female_218,"(25,50]_218",White,White
5507,218,Female,"(25,50]",Female_218,"(25,50]_218",Asian,Non-White
5508,218,Female,"(25,50]",Female_218,"(25,50]_218",Black,Non-White
5509,218,Female,"(25,50]",Female_218,"(25,50]_218",Mixed,Non-White
5510,218,Female,"(25,50]",Female_218,"(25,50]_218",Other,Non-White
5511,218,Female,"(50,70]",Female_218,"(50,70]_218",White,White
5512,218,Female,"(50,70]",Female_218,"(50,70]_218",Asian,Non-White
5513,218,Female,"(50,70]",Female_218,"(50,70]_218",Black,Non-White
5514,218,Female,"(50,70]",Female_218,"(50,70]_218",Mixed,Non-White
5515,218,Female,"(50,70]",Female_218,"(50,70]_218",Other,Non-White
5516,218,Female,"(70, Inf]",Female_218,"(70, Inf]_218",White,White
5517,218,Female,"(70, Inf]",Female_218,"(70, Inf]_218",Asian,Non-White
5518,218,Female,"(70, Inf]",Female_218,"(70, Inf]_218",Black,Non-White
5519,218,Female,"(70, Inf]",Female_218,"(70, Inf]_218",Mixed,Non-White
5520,218,Female,"(70, Inf]",Female_218,"(70, Inf]_218",Other,Non-White
5521,219,Male,"(1,11]",Male_219,"(1,11]_219",White,White
5522,219,Male,"(1,11]",Male_219,"(1,11]_219",Asian,Non-White
5523,219,Male,"(1,11]",Male_219,"(1,11]_219",Black,Non-White
5524,219,Male,"(1,11]",Male_219,"(1,11]_219",Mixed,Non-White
5525,219,Male,"(1,11]",Male_219,"(1,11]_219",Other,Non-White
5526,219,Male,"(11,16]",Male_219,"(11,16]_219",White,White
5527,219,Male,"(11,16]",Male_219,"(11,16]_219",Asian,Non-White
5528,219,Male,"(11,16]",Male_219,"(11,16]_219",Black,Non-White
5529,219,Male,"(11,16]",Male_219,"(11,16]_219",Mixed,Non-White
5530,219,Male,"(11,16]",Male_219,"(11,16]_219",Other,Non-White
5531,219,Male,"(16,25]",Male_219,"(16,25]_219",White,White
5532,219,Male,"(16,25]",Male_219,"(16,25]_219",Asian,Non-White
5533,219,Male,"(16,25]",Male_219,"(16,25]_219",Black,Non-White
5534,219,Male,"(16,25]",Male_219,"(16,25]_219",Mixed,Non-White
5535,219,Male,"(16,25]",Male_219,"(16,25]_219",Other,Non-White
5536,219,Male,"(25,50]",Male_219,"(25,50]_219",White,White
5537,219,Male,"(25,50]",Male_219,"(25,50]_219",Asian,Non-White
5538,219,Male,"(25,50]",Male_219,"(25,50]_219",Black,Non-White
5539,219,Male,"(25,50]",Male_219,"(25,50]_219",Mixed,Non-White
5540,219,Male,"(25,50]",Male_219,"(25,50]_219",Other,Non-White
5541,219,Male,"(50,70]",Male_219,"(50,70]_219",White,White
5542,219,Male,"(50,70]",Male_219,"(50,70]_219",Asian,Non-White
5543,219,Male,"(50,70]",Male_219,"(50,70]_219",Black,Non-White
5544,219,Male,"(50,70]",Male_219,"(50,70]_219",Mixed,Non-White
5545,219,Male,"(50,70]",Male_219,"(50,70]_219",Other,Non-White
5546,219,Male,"(70, Inf]",Male_219,"(70, Inf]_219",White,White
5547,219,Male,"(70, Inf]",Male_219,"(70, Inf]_219",Asian,Non-White
5548,219,Male,"(70, Inf]",Male_219,"(70, Inf]_219",Black,Non-White
5549,219,Male,"(70, Inf]",Male_219,"(70, Inf]_219",Mixed,Non-White
5550,219,Male,"(70, Inf]",Male_219,"(70, Inf]_219",Other,Non-White
5551,219,Female,"(1,11]",Female_219,"(1,11]_219",White,White
5552,219,Female,"(1,11]",Female_219,"(1,11]_219",Asian,Non-White
5553,219,Female,"(1,11]",Female_219,"(1,11]_219",Black,Non-White
5554,219,Female,"(1,11]",Female_219,"(1,11]_219",Mixed,Non-White
5555,219,Female,"(1,11]",Female_219,"(1,11]_219",Other,Non-White
5556,219,Female,"(11,16]",Female_219,"(11,16]_219",White,White
5557,219,Female,"(11,16]",Female_219,"(11,16]_219",Asian,Non-White
5558,219,Female,"(11,16]",Female_219,"(11,16]_219",Black,Non-White
5559,219,Female,"(11,16]",Female_219,"(11,16]_219",Mixed,Non-White
5560,219,Female,"(11,16]",Female_219,"(11,16]_219",Other,Non-White
5561,219,Female,"(16,25]",Female_219,"(16,25]_219",White,White
5562,219,Female,"(16,25]",Female_219,"(16,25]_219",Asian,Non-White
5563,219,Female,"(16,25]",Female_219,"(16,25]_219",Black,Non-White
5564,219,Female,"(16,25]",Female_219,"(16,25]_219",Mixed,Non-White
5565,219,Female,"(16,25]",Female_219,"(16,25]_219",Other,Non-White
5566,219,Female,"(25,50]",Female_219,"(25,50]_219",White,White
5567,219,Female,"(25,50]",Female_219,"(25,50]_219",Asian,Non-White
5568,219,Female,"(25,50]",Female_219,"(25,50]_219",Black,Non-White
5569,219,Female,"(25,50]",Female_219,"(25,50]_219",Mixed,Non-White
5570,219,Female,"(25,50]",Female_219,"(25,50]_219",Other,Non-White
5571,219,Female,"(50,70]",Female_219,"(50,70]_219",White,White
5572,219,Female,"(50,70]",Female_219,"(50,70]_219",Asian,Non-White
5573,219,Female,"(50,70]",Female_219,"(50,70]_219",Black,Non-White
5574,219,Female,"(50,70]",Female_219,"(50,70]_219",Mixed,Non-White
5575,219,Female,"(50,70]",Female_219,"(50,70]_219",Other,Non-White
5576,219,Female,"(70, Inf]",Female_219,"(70, Inf]_219",White,White
5577,219,Female,"(70, Inf]",Female_219,"(70, Inf]_219",Asian,Non-White
5578,219,Female,"(70, Inf]",Female_219,"(70, Inf]_219",Black,Non-White
5579,219,Female,"(70, Inf]",Female_219,"(70, Inf]_219",Mixed,Non-White
5580,219,Female,"(70, Inf]",Female_219,"(70, Inf]_219",Other,Non-White
5581,220,Male,"(1,11]",Male_220,"(1,11]_220",White,White
5582,220,Male,"(1,11]",Male_220,"(1,11]_220",Asian,Non-White
5583,220,Male,"(1,11]",Male_220,"(1,11]_220",Black,Non-White
5584,220,Male,"(1,11]",Male_220,"(1,11]_220",Mixed,Non-White
5585,220,Male,"(1,11]",Male_220,"(1,11]_220",Other,Non-White
5586,220,Male,"(11,16]",Male_220,"(11,16]_220",White,White
5587,220,Male,"(11,16]",Male_220,"(11,16]_220",Asian,Non-White
5588,220,Male,"(11,16]",Male_220,"(11,16]_220",Black,Non-White
5589,220,Male,"(11,16]",Male_220,"(11,16]_220",Mixed,Non-White
5590,220,Male,"(11,16]",Male_220,"(11,16]_220",Other,Non-White
5591,220,Male,"(16,25]",Male_220,"(16,25]_220",White,White
5592,220,Male,"(16,25]",Male_220,"(16,25]_220",Asian,Non-White
5593,220,Male,"(16,25]",Male_220,"(16,25]_220",Black,Non-White
5594,220,Male,"(16,25]",Male_220,"(16,25]_220",Mixed,Non-White
5595,220,Male,"(16,25]",Male_220,"(16,25]_220",Other,Non-White
5596,220,Male,"(25,50]",Male_220,"(25,50]_220",White,White
5597,220,Male,"(25,50]",Male_220,"(25,50]_220",Asian,Non-White
5598,220,Male,"(25,50]",Male_220,"(25,50]_220",Black,Non-White
5599,220,Male,"(25,50]",Male_220,"(25,50]_220",Mixed,Non-White
5600,220,Male,"(25,50]",Male_220,"(25,50]_220",Other,Non-White
5601,220,Male,"(50,70]",Male_220,"(50,70]_220",White,White
5602,220,Male,"(50,70]",Male_220,"(50,70]_220",Asian,Non-White
5603,220,Male,"(50,70]",Male_220,"(50,70]_220",Black,Non-White
5604,220,Male,"(50,70]",Male_220,"(50,70]_220",Mixed,Non-White
5605,220,Male,"(50,70]",Male_220,"(50,70]_220",Other,Non-White
5606,220,Male,"(70, Inf]",Male_220,"(70, Inf]_220",White,White
5607,220,Male,"(70, Inf]",Male_220,"(70, Inf]_220",Asian,Non-White
5608,220,Male,"(70, Inf]",Male_220,"(70, Inf]_220",Black,Non-White
5609,220,Male,"(70, Inf]",Male_220,"(70, Inf]_220",Mixed,Non-White
5610,220,Male,"(70, Inf]",Male_220,"(70, Inf]_220",Other,Non-White
5611,220,Female,"(1,11]",Female_220,"(1,11]_220",White,White
5612,220,Female,"(1,11]",Female_220,"(1,11]_220",Asian,Non-White
5613,220,Female,"(1,11]",Female_220,"(1,11]_220",Black,Non-White
5614,220,Female,"(1,11]",Female_220,"(1,11]_220",Mixed,Non-White
5615,220,Female,"(1,11]",Female_220,"(1,11]_220",Other,Non-White
5616,220,Female,"(11,16]",Female_220,"(11,16]_220",White,White
5617,220,Female,"(11,16]",Female_220,"(11,16]_220",Asian,Non-White
5618,220,Female,"(11,16]",Female_220,"(11,16]_220",Black,Non-White
5619,220,Female,"(11,16]",Female_220,"(11,16]_220",Mixed,Non-White
5620,220,Female,"(11,16]",Female_220,"(11,16]_220",Other,Non-White
5621,220,Female,"(16,25]",Female_220,"(16,25]_220",White,White
5622,220,Female,"(16,25]",Female_220,"(16,25]_220",Asian,Non-White
5623,220,Female,"(16,25]",Female_220,"(16,25]_220",Black,Non-White
5624,220,Female,"(16,25]",Female_220,"(16,25]_220",Mixed,Non-White
5625,220,Female,"(16,25]",Female_220,"(16,25]_220",Other,Non-White
